id;province_id;name;created_at;updated_at
"010100";"010000";Kab. Kepulauan Seribu;;
"016000";"010000";Kota Jakarta Pusat;;
"016100";"010000";Kota Jakarta Utara;;
"016200";"010000";Kota Jakarta Barat;;
"016300";"010000";Kota Jakarta Selatan;;
"016400";"010000";Kota Jakarta Timur;;
"020500";"020000";Kab. Bogor;;
"020600";"020000";Kab. Sukabumi;;
"020700";"020000";Kab. Cianjur;;
"020800";"020000";Kab. Bandung;;
"021000";"020000";Kab. Sumedang;;
"021100";"020000";Kab. Garut;;
"021200";"020000";Kab. Tasikmalaya;;
"021400";"020000";Kab. Ciamis;;
"021500";"020000";Kab. Kuningan;;
"021600";"020000";Kab. Majalengka;;
"021700";"020000";Kab. Cirebon;;
"021800";"020000";Kab. Indramayu;;
"021900";"020000";Kab. Subang;;
"022000";"020000";Kab. Purwakarta;;
"022100";"020000";Kab. Karawang;;
"022200";"020000";Kab. Bekasi;;
"022300";"020000";Kab. Bandung Barat;;
"022500";"020000";Kab. Pangandaran;;
"026000";"020000";Kota Bandung;;
"026100";"020000";Kota Bogor;;
"026200";"020000";Kota Sukabumi;;
"026300";"020000";Kota Cirebon;;
"026500";"020000";Kota Bekasi;;
"026600";"020000";Kota Depok;;
"026700";"020000";Kota Cimahi;;
"026800";"020000";Kota Tasikmalaya;;
"026900";"020000";Kota Banjar;;
"030100";"030000";Kab. Cilacap;;
"030200";"030000";Kab. Banyumas;;
"030300";"030000";Kab. Purbalingga;;
"030400";"030000";Kab. Banjarnegara;;
"030500";"030000";Kab. Kebumen;;
"030600";"030000";Kab. Purworejo;;
"030700";"030000";Kab. Wonosobo;;
"030800";"030000";Kab. Magelang;;
"030900";"030000";Kab. Boyolali;;
"031000";"030000";Kab. Klaten;;
"031100";"030000";Kab. Sukoharjo;;
"031200";"030000";Kab. Wonogiri;;
"031300";"030000";Kab. Karanganyar;;
"031400";"030000";Kab. Sragen;;
"031500";"030000";Kab. Grobogan;;
"031600";"030000";Kab. Blora;;
"031700";"030000";Kab. Rembang;;
"031800";"030000";Kab. Pati;;
"031900";"030000";Kab. Kudus;;
"032000";"030000";Kab. Jepara;;
"032100";"030000";Kab. Demak;;
"032200";"030000";Kab. Semarang;;
"032300";"030000";Kab. Temanggung;;
"032400";"030000";Kab. Kendal;;
"032500";"030000";Kab. Batang;;
"032600";"030000";Kab. Pekalongan;;
"032700";"030000";Kab. Pemalang;;
"032800";"030000";Kab. Tegal;;
"032900";"030000";Kab. Brebes;;
"036000";"030000";Kota Magelang;;
"036100";"030000";Kota Surakarta;;
"036200";"030000";Kota Salatiga;;
"036300";"030000";Kota Semarang;;
"036400";"030000";Kota Pekalongan;;
"036500";"030000";Kota Tegal;;
"040100";"040000";Kab. Bantul;;
"040200";"040000";Kab. Sleman;;
"040300";"040000";Kab. Gunung Kidul;;
"040400";"040000";Kab. Kulon Progo;;
"046000";"040000";Kota Yogyakarta;;
"050100";"050000";Kab. Gresik;;
"050200";"050000";Kab. Sidoarjo;;
"050300";"050000";Kab. Mojokerto;;
"050400";"050000";Kab. Jombang;;
"050500";"050000";Kab. Bojonegoro;;
"050600";"050000";Kab. Tuban;;
"050700";"050000";Kab. Lamongan;;
"050800";"050000";Kab. Madiun;;
"050900";"050000";Kab. Ngawi;;
"051000";"050000";Kab. Magetan;;
"051100";"050000";Kab. Ponorogo;;
"051200";"050000";Kab. Pacitan;;
"051300";"050000";Kab. Kediri;;
"051400";"050000";Kab. Nganjuk;;
"051500";"050000";Kab. Blitar;;
"051600";"050000";Kab. Tulungagung;;
"051700";"050000";Kab. Trenggalek;;
"051800";"050000";Kab. Malang;;
"051900";"050000";Kab. Pasuruan;;
"052000";"050000";Kab. Probolinggo;;
"052100";"050000";Kab. Lumajang;;
"052200";"050000";Kab. Bondowoso;;
"052300";"050000";Kab. Situbondo;;
"052400";"050000";Kab. Jember;;
"052500";"050000";Kab. Banyuwangi;;
"052600";"050000";Kab. Pamekasan;;
"052700";"050000";Kab. Sampang;;
"052800";"050000";Kab. Sumenep;;
"052900";"050000";Kab. Bangkalan;;
"056000";"050000";Kota Surabaya;;
"056100";"050000";Kota Malang;;
"056200";"050000";Kota Madiun;;
"056300";"050000";Kota Kediri;;
"056400";"050000";Kota Mojokerto;;
"056500";"050000";Kota Blitar;;
"056600";"050000";Kota Pasuruan;;
"056700";"050000";Kota Probolinggo;;
"056800";"050000";Kota Batu;;
"060100";"060000";Kab. Aceh Besar;;
"060200";"060000";Kab. Pidie;;
"060300";"060000";Kab. Aceh Utara;;
"060400";"060000";Kab. Aceh Timur;;
"060500";"060000";Kab. Aceh Tengah;;
"060600";"060000";Kab. Aceh Barat;;
"060700";"060000";Kab. Aceh Selatan;;
"060800";"060000";Kab. Aceh Tenggara;;
"061100";"060000";Kab. Simeulue;;
"061200";"060000";Kab. Bireuen;;
"061300";"060000";Kab. Aceh Singkil;;
"061400";"060000";Kab. Aceh Tamiang;;
"061500";"060000";Kab. Nagan Raya;;
"061600";"060000";Kab. Aceh Jaya;;
"061700";"060000";Kab. Aceh Barat Daya;;
"061800";"060000";Kab. Gayo Lues;;
"061900";"060000";Kab. Bener Meriah;;
"062000";"060000";Kab. Pidie Jaya;;
"066000";"060000";Kota Sabang;;
"066100";"060000";Kota Banda Aceh;;
"066200";"060000";Kota Lhokseumawe;;
"066300";"060000";Kota Langsa;;
"066400";"060000";Kota Subulussalam;;
"070100";"070000";Kab. Deli Serdang;;
"070200";"070000";Kab. Langkat;;
"070300";"070000";Kab. Karo;;
"070400";"070000";Kab. Simalungun;;
"070500";"070000";Kab. Dairi;;
"070600";"070000";Kab. Asahan;;
"070700";"070000";Kab. Labuhan Batu;;
"070800";"070000";Kab. Tapanuli Utara;;
"070900";"070000";Kab. Tapanuli Tengah;;
"071000";"070000";Kab. Tapanuli Selatan;;
"071100";"070000";Kab. Nias;;
"071500";"070000";Kab. Mandailing Natal;;
"071600";"070000";Kab. Toba;;
"071700";"070000";Kab. Nias Selatan;;
"071800";"070000";Kab. Pakpak Bharat;;
"071900";"070000";Kab. Humbang Hasudutan;;
"072000";"070000";Kab. Samosir;;
"072100";"070000";Kab. Serdang Bedagai;;
"072200";"070000";Kab. Batubara;;
"072300";"070000";Kab. Padang Lawas utara;;
"072400";"070000";Kab. Padang Lawas;;
"072500";"070000";Kab. Labuhan Batu Utara;;
"072600";"070000";Kab. Labuhan Batu Selatan;;
"072700";"070000";Kab. Nias Barat;;
"072800";"070000";Kab. Nias Utara;;
"076000";"070000";Kota Medan;;
"076100";"070000";Kota Binjai;;
"076200";"070000";Kota Tebing Tinggi;;
"076300";"070000";Kota Pematangsiantar;;
"076400";"070000";Kota Tanjung Balai;;
"076500";"070000";Kota Sibolga;;
"076600";"070000";Kota Padang Sidimpuan;;
"076700";"070000";Kota Gunungsitoli;;
"080100";"080000";Kab. Agam;;
"080200";"080000";Kab. Pasaman;;
"080300";"080000";Kab. Lima Puluh Koto;;
"080400";"080000";Kab. Solok;;
"080500";"080000";Kab. Padang Pariaman;;
"080600";"080000";Kab. Pesisir Selatan;;
"080700";"080000";Kab. Tanah Datar;;
"080800";"080000";Kab. Sijunjung;;
"081000";"080000";Kab. Kepulauan Mentawai;;
"081100";"080000";Kab. Solok Selatan;;
"081200";"080000";Kab. Dharmasraya;;
"081300";"080000";Kab. Pasaman Barat;;
"086000";"080000";Kota Bukittinggi;;
"086100";"080000";Kota Padang;;
"086200";"080000";Kota Padang Panjang;;
"086300";"080000";Kota Sawah Lunto;;
"086400";"080000";Kota Solok;;
"086500";"080000";Kota Payakumbuh;;
"086600";"080000";Kota Pariaman;;
"090100";"090000";Kab. Kampar;;
"090200";"090000";Kab. Bengkalis;;
"090400";"090000";Kab. Indragiri Hulu;;
"090500";"090000";Kab. Indragiri Hilir;;
"090800";"090000";Kab. Pelalawan;;
"090900";"090000";Kab. Rokan Hulu;;
"091000";"090000";Kab. Rokan Hilir;;
"091100";"090000";Kab. Siak;;
"091400";"090000";Kab. Kuantan Singingi;;
"091500";"090000";Kab. Kepulauan Meranti;;
"096000";"090000";Kota Pekanbaru;;
"096200";"090000";Kota Dumai;;
100100;100000;Kab. Batang Hari;;
100200;100000;Kab. Bungo;;
100300;100000;Kab. Sarolangun;;
100400;100000;Kab. Tanjung Jabung Barat;;
100500;100000;Kab. Kerinci;;
100600;100000;Kab. Tebo;;
100700;100000;Kab. Muaro Jambi;;
100800;100000;Kab. Tanjung Jabung Timur;;
100900;100000;Kab. Merangin;;
106000;100000;Kota Jambi;;
106100;100000;Kota Sungai Penuh;;
110100;110000;Kab. Musi Banyuasin;;
110200;110000;Kab. Ogan Komering Ilir;;
110300;110000;Kab. Ogan Komering Ulu;;
110400;110000;Kab. Muara Enim;;
110500;110000;Kab. Lahat;;
110600;110000;Kab. Musi Rawas;;
110700;110000;Kab. Banyuasin;;
110800;110000;Kab. Ogan Komering Ulu Timur;;
110900;110000;Kab. Ogan Komering Ulu Selatan;;
111000;110000;Kab. Ogan Ilir;;
111100;110000;Kab. Empat Lawang;;
111200;110000;Kab. Penukal Abab Lematang Ilir;;
111300;110000;Kab. Musi Rawas Utara;;
116000;110000;Kota Palembang;;
116100;110000;Kota Prabumulih;;
116200;110000;Kota Lubuk Linggau;;
116300;110000;Kota Pagar Alam;;
120100;120000;Kab. Lampung Selatan;;
120200;120000;Kab. Lampung Tengah;;
120300;120000;Kab. Lampung Utara;;
120400;120000;Kab. Lampung Barat;;
120500;120000;Kab. Tulang Bawang;;
120600;120000;Kab. Tanggamus;;
120700;120000;Kab. Lampung Timur;;
120800;120000;Kab. Way Kanan;;
120900;120000;Kab. Pesawaran;;
121000;120000;Kab. Pringsewu;;
121100;120000;Kab. Mesuji;;
121200;120000;Kab. Tulang Bawang Barat;;
121300;120000;Kab. Pesisir Barat;;
126000;120000;Kota Bandar Lampung;;
