id;city_id;name;created_at;updated_at
"020525";"020500";Kec. Gunung Sindur;;
"020526";"020500";Kec. Rumpin;;
"020527";"020500";Kec. Cigudeg;;
"020528";"020500";Kec. Jasinga;;
"020529";"020500";Kec. Tenjo;;
"020530";"020500";Kec. Parungpanjang;;
"020531";"020500";Kec. Tamansari;;
"020532";"020500";Kec. Ciseeng;;
"020533";"020500";Kec. Klapanunggal;;
"020534";"020500";Kec. Sukajaya;;
"020535";"020500";Kec. Ranca Bungur;;
"020536";"020500";Kec. Tanjung Sari;;
"020537";"020500";Kec. Tajurhalang;;
"020538";"020500";Kec. Cigombong;;
"020539";"020500";Kec. Leuwisadeng;;
"020540";"020500";Kec. Tenjolaya;;
"020601";"020600";Kec. Ciemas;;
"020602";"020600";Kec. Ciracap;;
"020603";"020600";Kec. Surade;;
"020604";"020600";Kec. Jampang Kulon;;
"020605";"020600";Kec. Kalibunder;;
"020606";"020600";Kec. Tegalbuleud;;
"020607";"020600";Kec. Cidolog;;
"020608";"020600";Kec. Sagaranten;;
"020609";"020600";Kec. Pabuaran;;
"020610";"020600";Kec. Lengkong;;
"020611";"020600";Kec. Pelabuhan Ratu;;
"020612";"020600";Kec. Warung Kiara;;
"020613";"020600";Kec. Jampang Tengah;;
"020614";"020600";Kec. Cikembar;;
"020615";"020600";Kec. Nyalindung;;
"020616";"020600";Kec. Gegerbitung;;
"020617";"020600";Kec. Sukaraja;;
"020618";"020600";Kec. Sukabumi;;
"020619";"020600";Kec. Kadudampit;;
"020620";"020600";Kec. Cisaat;;
"020621";"020600";Kec. Cibadak;;
"020622";"020600";Kec. Nagrak;;
"020623";"020600";Kec. Cicurug;;
"020624";"020600";Kec. Cidahu;;
"020625";"020600";Kec. Parakansalak;;
"020626";"020600";Kec. Parungkuda;;
"020627";"020600";Kec. Kalapa Nunggal;;
"020628";"020600";Kec. Cikidang;;
"020629";"020600";Kec. Cisolok;;
"020630";"020600";Kec. Kabandungan;;
"020631";"020600";Kec. Gunung Guruh;;
"020632";"020600";Kec. Cikakak;;
"020633";"020600";Kec. Bantar Gadung;;
"020634";"020600";Kec. Cicantayan;;
"020635";"020600";Kec. Simpenan;;
"020636";"020600";Kec. Kebon Pedes;;
"020637";"020600";Kec. Cidadap;;
"020638";"020600";Kec. Cibitung;;
"020639";"020600";Kec. Curugkembar;;
"020640";"020600";Kec. Purabaya;;
"020641";"020600";Kec. Cireunghas;;
"020642";"020600";Kec. Sukalarang;;
"020643";"020600";Kec. Caringin;;
"020644";"020600";Kec. Bojong Genteng;;
"020645";"020600";Kec. Waluran;;
"020646";"020600";Kec. Cimanggu;;
"020647";"020600";Kec. Ciambar;;
"020701";"020700";Kec. Agrabinta;;
"020702";"020700";Kec. Sindang Barang;;
"020703";"020700";Kec. Cidaun;;
"020704";"020700";Kec. Naringgul;;
"020705";"020700";Kec. Cibinong;;
"020706";"020700";Kec. Tanggeung;;
"020707";"020700";Kec. Kadupandak;;
"020708";"020700";Kec. Takokak;;
"020709";"020700";Kec. Sukanagara;;
"020710";"020700";Kec. Pagelaran;;
"020711";"020700";Kec. Campaka;;
"020712";"020700";Kec. Cibeber;;
"020713";"020700";Kec. Warungkondang;;
"020714";"020700";Kec. Cilaku;;
"020715";"020700";Kec. Sukaluyu;;
"020717";"020700";Kec. Ciranjang;;
"020718";"020700";Kec. Mande;;
"020719";"020700";Kec. Karang Tengah;;
"020720";"020700";Kec. Cianjur;;
"020721";"020700";Kec. Cugenang;;
"020722";"020700";Kec. Pacet;;
"020723";"020700";Kec. Sukaresmi;;
"020724";"020700";Kec. Cikalong Kulon;;
"020725";"020700";Kec. Bojong Picung;;
"020726";"020700";Kec. Campaka Mulya;;
"020727";"020700";Kec. Cikadu;;
"020728";"020700";Kec. Leles;;
"020729";"020700";Kec. Cijati;;
"020730";"020700";Kec. Gekbrong;;
"020731";"020700";Kec. Cipanas;;
"020732";"020700";Kec. Haurwangi;;
"020733";"020700";Kec. Pasirkuda;;
"020801";"020800";Kec. Ciwidey;;
"020802";"020800";Kec. Pasirjambu;;
"020803";"020800";Kec. Cimaung;;
"020804";"020800";Kec. Pangalengan;;
"020805";"020800";Kec. Kertasari;;
"020806";"020800";Kec. Pacet;;
"020807";"020800";Kec. Ibun;;
"020808";"020800";Kec. Paseh;;
"020809";"020800";Kec. Cikancung;;
"020810";"020800";Kec. Cicalengka;;
"020811";"020800";Kec. Rancaekek;;
"020812";"020800";Kec. Majalaya;;
"020813";"020800";Kec. Ciparay;;
"020814";"020800";Kec. Baleendah;;
"020815";"020800";Kec. Arjasari;;
"020816";"020800";Kec. Banjaran;;
"020817";"020800";Kec. Pameungpeuk;;
"020818";"020800";Kec. Katapang;;
"020819";"020800";Kec. Soreang;;
"020820";"020800";Kec. Margaasih;;
"020821";"020800";Kec. Margahayu;;
"020822";"020800";Kec. Dayeuhkolot;;
"020823";"020800";Kec. Bojongsoang;;
"020824";"020800";Kec. Cileunyi;;
"020825";"020800";Kec. Cilengkrang;;
"020826";"020800";Kec. Cimenyan;;
"020829";"020800";Kec. Rancabali;;
"020830";"020800";Kec. Nagreg;;
"020831";"020800";Kec. Solokanjeruk;;
"020832";"020800";Kec. Cangkuang;;
"020833";"020800";Kec. Kutawaringin;;
"021001";"021000";Kec. Jatinangor;;
"021002";"021000";Kec. Cimanggung;;
"021003";"021000";Kec. Tanjungsari;;
"021004";"021000";Kec. Rancakalong;;
"021005";"021000";Kec. Sumedang Selatan;;
"021006";"021000";Kec. Sumedang Utara;;
"021007";"021000";Kec. Situraja;;
"021008";"021000";Kec. Darmaraja;;
"021009";"021000";Kec. Cibugel;;
"021010";"021000";Kec. Wado;;
"021012";"021000";Kec. Tomo;;
"021013";"021000";Kec. Ujungjaya;;
"021014";"021000";Kec. Conggeang;;
"021015";"021000";Kec. Paseh;;
"021016";"021000";Kec. Cimalaka;;
"021017";"021000";Kec. Tanjungkerta;;
"021018";"021000";Kec. Buahdua;;
"021019";"021000";Kec. Ganeas;;
"021020";"021000";Kec. Jatigede;;
"021023";"021000";Kec. Pamulihan;;
"021024";"021000";Kec. Cisitu;;
"021025";"021000";Kec. Jatinunggal;;
"021026";"021000";Kec. Cisarua;;
"021027";"021000";Kec. Tanjungmedar;;
"021028";"021000";Kec. Surian;;
"021029";"021000";Kec. Sukasari;;
"021101";"021100";Kec. Talegong;;
"021102";"021100";Kec. Cisewu;;
"021103";"021100";Kec. Bungbulang;;
"021104";"021100";Kec. Pamulihan;;
"021105";"021100";Kec. Pakenjeng;;
"021106";"021100";Kec. Cikelet;;
"021107";"021100";Kec. Pameungpeuk;;
"021108";"021100";Kec. Cibalong;;
"021109";"021100";Kec. Cisompet;;
"021110";"021100";Kec. Peundeuy;;
"021111";"021100";Kec. Singajaya;;
"021112";"021100";Kec. Cikajang;;
"021113";"021100";Kec. Banjarwangi;;
"021114";"021100";Kec. Cilawu;;
"021115";"021100";Kec. Bayongbong;;
"021116";"021100";Kec. Cisurupan;;
"021117";"021100";Kec. Samarang;;
"021119";"021100";Kec. Garut Kota;;
"021120";"021100";Kec. Karangpawitan;;
"021121";"021100";Kec. Wanaraja;;
"021122";"021100";Kec. Sukawening;;
"021123";"021100";Kec. Banyuresmi;;
"021124";"021100";Kec. Leles;;
"021125";"021100";Kec. Leuwigoong;;
"021126";"021100";Kec. Cibatu;;
"021127";"021100";Kec. Cibiuk;;
"021128";"021100";Kec. Kadungora;;
"021129";"021100";Kec. Blubur Limbangan;;
"021130";"021100";Kec. Selaawi;;
"021131";"021100";Kec. Malangbong;;
"021132";"021100";Kec. Mekarmukti;;
"021133";"021100";Kec. Caringin;;
"021134";"021100";Kec. Cihurip;;
"021135";"021100";Kec. Sukaresmi;;
"021136";"021100";Kec. Pasirwangi;;
"021137";"021100";Kec. Karangtengah;;
"021138";"021100";Kec. Kersamanah;;
"021139";"021100";Kec. Tarogong Kaler;;
"021140";"021100";Kec. Tarogong Kidul;;
"021141";"021100";Kec. Cigedug;;
"021142";"021100";Kec. Sucinaraja;;
"021143";"021100";Kec. Pangatikan;;
"021201";"021200";Kec. Cipatujah;;
"021202";"021200";Kec. Karangnunggal;;
"021203";"021200";Kec. Cikalong;;
"021204";"021200";Kec. Pancatengah;;
"021205";"021200";Kec. Cikatomas;;
"021206";"021200";Kec. Cibalong;;
"021207";"021200";Kec. Bantarkalong;;
"021208";"021200";Kec. Bojonggambir;;
"021209";"021200";Kec. Sodonghilir;;
"021210";"021200";Kec. Taraju;;
"021211";"021200";Kec. Salawu;;
"021212";"021200";Kec. Tanjungjaya;;
"021213";"021200";Kec. Sukaraja;;
"021214";"021200";Kec. Salopa;;
"021215";"021200";Kec. Cineam;;
"021216";"021200";Kec. Manonjaya;;
"021219";"021200";Kec. Singaparna;;
"021220";"021200";Kec. Cigalontang;;
"021221";"021200";Kec. Leuwisari;;
"021223";"021200";Kec. Cisayong;;
"021224";"021200";Kec. Rajapolah;;
"021225";"021200";Kec. Jamanis;;
"021226";"021200";Kec. Ciawi;;
"021227";"021200";Kec. Pagerageung;;
"021228";"021200";Kec. Parungponteng;;
"021229";"021200";Kec. Sariwangi;;
"021230";"021200";Kec. Sukaratu;;
"021231";"021200";Kec. Sukarame;;
"021232";"021200";Kec. Bojongasih;;
"021233";"021200";Kec. Culamega;;
"021234";"021200";Kec. Puspahiang;;
"021235";"021200";Kec. Jatiwaras;;
"021236";"021200";Kec. Mangunreja;;
"021237";"021200";Kec. Gunungtanjung;;
"021238";"021200";Kec. Karangjaya;;
"021239";"021200";Kec. Padakembang;;
"021240";"021200";Kec. Sukahening;;
"021241";"021200";Kec. Kadipaten;;
"021242";"021200";Kec. Sukaresik;;
"021410";"021400";Kec. Banjarsari;;
"021411";"021400";Kec. Lakbok;;
"021412";"021400";Kec. Pamarican;;
"021413";"021400";Kec. Cidolog;;
"021414";"021400";Kec. Cimaragas;;
"021415";"021400";Kec. Cijeungjing;;
"021416";"021400";Kec. Cisaga;;
"021417";"021400";Kec. Tambaksari;;
"021418";"021400";Kec. Rancah;;
"021419";"021400";Kec. Rajadesa;;
"021420";"021400";Kec. Sukadana;;
"021421";"021400";Kec. Ciamis;;
"021422";"021400";Kec. Cikoneng;;
"021423";"021400";Kec. Cihaurbeuti;;
"021424";"021400";Kec. Sadananya;;
"021425";"021400";Kec. Cipaku;;
"021426";"021400";Kec. Jatinagara;;
"021427";"021400";Kec. Panawangan;;
"021428";"021400";Kec. Kawali;;
"021429";"021400";Kec. Panjalu;;
"021430";"021400";Kec. Panumbangan;;
"021431";"021400";Kec. Sukamantri;;
"021432";"021400";Kec. Sindangkasih;;
"021433";"021400";Kec. Purwadadi;;
"021434";"021400";Kec. Baregbeg;;
"021435";"021400";Kec. Lumbung;;
"021438";"021400";Kec. Banjaranyar;;
"021501";"021500";Kec. Darma;;
"021502";"021500";Kec. Kadugede;;
"021503";"021500";Kec. Ciniru;;
"021504";"021500";Kec. Selajambe;;
"021505";"021500";Kec. Subang;;
"021506";"021500";Kec. Ciwaru;;
"021507";"021500";Kec. Cibingbin;;
"021508";"021500";Kec. Luragung;;
"021509";"021500";Kec. Cidahu;;
"021510";"021500";Kec. Ciawigebang;;
"021511";"021500";Kec. Lebakwangi;;
"021512";"021500";Kec. Garawangi;;
"021513";"021500";Kec. Kuningan;;
"021514";"021500";Kec. Cigugur;;
"021515";"021500";Kec. Kramatmulya;;
"021516";"021500";Kec. Jalaksana;;
"021517";"021500";Kec. Cilimus;;
"021518";"021500";Kec. Mandirancan;;
"021519";"021500";Kec. Pasawahan;;
"021520";"021500";Kec. Pancalang;;
"021521";"021500";Kec. Cipicung;;
"021522";"021500";Kec. Kalimanggis;;
"021523";"021500";Kec. Japara;;
"021524";"021500";Kec. Karangkancana;;
"021525";"021500";Kec. Nusaherang;;
"021526";"021500";Kec. Cilebak;;
"021527";"021500";Kec. Hantara;;
"021528";"021500";Kec. Cimahi;;
"021529";"021500";Kec. Cibeureum;;
"021530";"021500";Kec. Sindangagung;;
"021531";"021500";Kec. Maleber;;
"021532";"021500";Kec. Cigandamekar;;
"021601";"021600";Kec. Lemahsugih;;
"021602";"021600";Kec. Bantarujeg;;
"021603";"021600";Kec. Cikijing;;
"021604";"021600";Kec. Talaga;;
"021605";"021600";Kec. Argapura;;
"021606";"021600";Kec. Maja;;
"021607";"021600";Kec. Majalengka;;
"021608";"021600";Kec. Cigasong;;
"021609";"021600";Kec. Sukahaji;;
"021610";"021600";Kec. Rajagaluh;;
"021611";"021600";Kec. Sindangwangi;;
"021612";"021600";Kec. Leuwimunding;;
"021613";"021600";Kec. Palasah;;
"021614";"021600";Kec. Jatiwangi;;
"021615";"021600";Kec. Dawuan;;
"021616";"021600";Kec. Panyingkiran;;
"021617";"021600";Kec. Kadipaten;;
"021618";"021600";Kec. Kertajati;;
"021619";"021600";Kec. Jatitujuh;;
"021620";"021600";Kec. Ligung;;
"021621";"021600";Kec. Sumberjaya;;
"021622";"021600";Kec. Banjaran;;
"021623";"021600";Kec. Cingambul;;
"021624";"021600";Kec. Malausma;;
"021625";"021600";Kec. Sindang;;
"021626";"021600";Kec. Kasokandel;;
"021701";"021700";Kec. Waled;;
"021702";"021700";Kec. Ciledug;;
"021703";"021700";Kec. Losari;;
"021704";"021700";Kec. Babakan;;
"021705";"021700";Kec. Karang Sembung;;
"021706";"021700";Kec. Lemah Abang;;
"021707";"021700";Kec. Sedong;;
"021708";"021700";Kec. Astana Japura;;
"021709";"021700";Kec. Mundu;;
"021710";"021700";Kec. Beber;;
"021712";"021700";Kec. Sumber;;
"021713";"021700";Kec. Palimanan;;
"021714";"021700";Kec. Plumbon;;
"021715";"021700";Kec. Weru;;
"021718";"021700";Kec. Kapetakan;;
"021719";"021700";Kec. Klangenan;;
"021720";"021700";Kec. Arjawinangun;;
"021721";"021700";Kec. Ciwaringin;;
"021722";"021700";Kec. Susukan;;
"021723";"021700";Kec. Gegesik;;
"021724";"021700";Kec. Susukan Lebak;;
"021725";"021700";Kec. Pabedilan;;
"021726";"021700";Kec. Dukupuntang;;
"021727";"021700";Kec. Panguragan;;
"021728";"021700";Kec. Kaliwedi;;
"021729";"021700";Kec. Pangenan;;
"021730";"021700";Kec. Gebang;;
"021731";"021700";Kec. Depok;;
"021732";"021700";Kec. Kedawung;;
"021733";"021700";Kec. Karangwareng;;
"021734";"021700";Kec. Talun;;
"021735";"021700";Kec. Gunung Jati;;
"021736";"021700";Kec. Pasaleman;;
"021737";"021700";Kec. Pabuaran;;
"021738";"021700";Kec. Tengah Tani;;
"021739";"021700";Kec. Plered;;
"021740";"021700";Kec. Gempol;;
"021741";"021700";Kec. Greged;;
"021742";"021700";Kec. Suranenggala;;
"021743";"021700";Kec. Jamblang;;
"021801";"021800";Kec. Haurgeulis;;
"021802";"021800";Kec. Kroya;;
"021803";"021800";Kec. Gabuswetan;;
"021804";"021800";Kec. Cikedung;;
"021805";"021800";Kec. Lelea;;
"021806";"021800";Kec. Bangodua;;
"021807";"021800";Kec. Widasari;;
"021808";"021800";Kec. Kertasemaya;;
"021809";"021800";Kec. Krangkeng;;
"021810";"021800";Kec. Karangampel;;
"021811";"021800";Kec. Juntinyuat;;
"021812";"021800";Kec. Sliyeg;;
"021813";"021800";Kec. Jatibarang;;
"021814";"021800";Kec. Balongan;;
"021815";"021800";Kec. Indramayu;;
"021816";"021800";Kec. Sindang;;
"021817";"021800";Kec. Lohbener;;
"021818";"021800";Kec. Losarang;;
"021819";"021800";Kec. Kandanghaur;;
"021820";"021800";Kec. Bongas;;
"021821";"021800";Kec. Anjatan;;
"021822";"021800";Kec. Sukra;;
"021823";"021800";Kec. Arahan;;
"021824";"021800";Kec. Cantigi;;
"021825";"021800";Kec. Gantar;;
"021826";"021800";Kec. Terisi;;
"021827";"021800";Kec. Sukagumiwang;;
"021828";"021800";Kec. Kedokan Bunder;;
"021829";"021800";Kec. Pasekan;;
"021830";"021800";Kec. Tukdana;;
"021831";"021800";Kec. Patrol;;
"021901";"021900";Kec. Sagalaherang;;
"021902";"021900";Kec. Jalancagak;;
"021903";"021900";Kec. Cisalak;;
"021904";"021900";Kec. Tanjungsiang;;
"021905";"021900";Kec. Cijambe;;
"021906";"021900";Kec. Cibogo;;
"021907";"021900";Kec. Subang;;
"021908";"021900";Kec. Kalijati;;
"021909";"021900";Kec. Cipeundeuy;;
"021910";"021900";Kec. Pabuaran;;
"021911";"021900";Kec. Patokbeusi;;
"021912";"021900";Kec. Purwadadi;;
"021913";"021900";Kec. Cikaum;;
"021914";"021900";Kec. Pagaden;;
"021915";"021900";Kec. Cipunagara;;
"021916";"021900";Kec. Compreng;;
"021917";"021900";Kec. Binong;;
"021918";"021900";Kec. Ciasem;;
"021919";"021900";Kec. Pamanukan;;
"021920";"021900";Kec. Pusakanagara;;
"021921";"021900";Kec. Legon Kulon;;
"021922";"021900";Kec. Blanakan;;
"021923";"021900";Kec. Dawuan;;
"021924";"021900";Kec. Serangpanjang;;
"021925";"021900";Kec. Kasomalang;;
"021926";"021900";Kec. Tambakdahan;;
"021927";"021900";Kec. Pagaden Barat;;
"021928";"021900";Kec. Pusakajaya;;
"021929";"021900";Kec. Ciater;;
"021930";"021900";Kec. Sukasari;;
"022001";"022000";Kec. Jatiluhur;;
"022002";"022000";Kec. Maniis;;
"022003";"022000";Kec. Tegalwaru;;
"022004";"022000";Kec. Plered;;
"022005";"022000";Kec. Sukatani;;
"022006";"022000";Kec. Darangdan;;
"022007";"022000";Kec. Bojong;;
"022008";"022000";Kec. Wanayasa;;
"022009";"022000";Kec. Pasawahan;;
"022010";"022000";Kec. Purwakarta;;
"022011";"022000";Kec. Campaka;;
"022012";"022000";Kec. Sukasari;;
"022013";"022000";Kec. Kiarapedes;;
"022014";"022000";Kec. Babakancikao;;
"022015";"022000";Kec. Cibatu;;
"022016";"022000";Kec. Bungursari;;
"022017";"022000";Kec. Pondok Salam;;
"022101";"022100";Kec. Pangkalan;;
"022102";"022100";Kec. Ciampel;;
"022104";"022100";Kec. Klari;;
"022105";"022100";Kec. Cikampek;;
"022106";"022100";Kec. Tirtamulya;;
"022107";"022100";Kec. Jatisari;;
"022109";"022100";Kec. Lemahabang;;
"022110";"022100";Kec. Telagasari;;
"022112";"022100";Kec. Rawamerta;;
"022113";"022100";Kec. Tempuran;;
"022114";"022100";Kec. Kutawaluya;;
"022115";"022100";Kec. Rengasdengklok;;
"022116";"022100";Kec. Pedes;;
"022117";"022100";Kec. Cibuaya;;
"022118";"022100";Kec. Tirtajaya;;
"022119";"022100";Kec. Batujaya;;
"022120";"022100";Kec. Pakisjaya;;
"022121";"022100";Kec. Majalaya;;
"022122";"022100";Kec. Jayakerta;;
"022123";"022100";Kec. Cilamaya Kulon;;
"022124";"022100";Kec. Banyusari;;
"022125";"022100";Kec. Kotabaru;;
"022126";"022100";Kec. Cilamaya Wetan;;
"022127";"022100";Kec. Purwasari;;
"022128";"022100";Kec. Teluk Jambe Barat;;
"022129";"022100";Kec. Teluk Jambe Timur;;
"022130";"022100";Kec. Karawang Timur;;
"022131";"022100";Kec. Tegalwaru;;
"022132";"022100";Kec. Cilebar;;
"022133";"022100";Kec. Karawang Barat;;
"022201";"022200";Kec. Setu;;
"022203";"022200";Kec. Cibarusah;;
"022205";"022200";Kec. Kedung Waringin;;
"022207";"022200";Kec. Cibitung;;
"022209";"022200";Kec. Babelan;;
"022210";"022200";Kec. Taruma Jaya;;
"022211";"022200";Kec. Tambelang;;
"022212";"022200";Kec. Sukatani;;
"022213";"022200";Kec. Pebayuran;;
"022214";"022200";Kec. Cabangbungin;;
"022215";"022200";Kec. Muara Gembong;;
"022216";"022200";Kec. Tambun Selatan;;
"022217";"022200";Kec. Tambun Utara;;
"022218";"022200";Kec. Cikarang Barat;;
"022219";"022200";Kec. Karang Bahagia;;
"022220";"022200";Kec. Cikarang Utara;;
"022221";"022200";Kec. Cikarang Selatan;;
"022222";"022200";Kec. Cikarang Timur;;
"022223";"022200";Kec. Bojong Mangu;;
"022224";"022200";Kec. Cikarang Pusat;;
"022225";"022200";Kec. Sukakarya;;
"022226";"022200";Kec. Sukawangi;;
"022227";"022200";Kec. Serang Baru;;
"022301";"022300";Kec. Rongga;;
"022302";"022300";Kec. Gununghalu;;
"022303";"022300";Kec. Sindangkerta;;
"022304";"022300";Kec. Cililin;;
"022305";"022300";Kec. Cihampelas;;
"022306";"022300";Kec. Cipongkor;;
"022307";"022300";Kec. Batujajar;;
"022308";"022300";Kec. Cipatat;;
"022309";"022300";Kec. Padalarang;;
"022310";"022300";Kec. Ngamprah;;
"022311";"022300";Kec. Parongpong;;
"022312";"022300";Kec. Lembang;;
"022313";"022300";Kec. Cisarua;;
"022314";"022300";Kec. Cikalongwetan;;
"022315";"022300";Kec. Cipeundeuy;;
"022316";"022300";Kec. Saguling;;
"022551";"022500";Kec. CIJULANG;;
"022552";"022500";Kec. CIMERAK;;
"022553";"022500";Kec. CIGUGUR;;
"022554";"022500";Kec. LANGKAPLANCAR;;
"022555";"022500";Kec. MANGUNJAYA;;
"022556";"022500";Kec. PADAHERANG;;
"022557";"022500";Kec. KALIPUCANG;;
"022558";"022500";Kec. PANGANDARAN;;
"022559";"022500";Kec. SIDAMULIH;;
"022560";"022500";Kec. PARIGI;;
"026001";"026000";Kec. Bandung Kulon;;
"026002";"026000";Kec. Babakan Ciparay;;
"026003";"026000";Kec. Bojong Loa Kaler;;
"026004";"026000";Kec. Bojong Loa Kidul;;
"026005";"026000";Kec. Astanaanyar;;
"026006";"026000";Kec. Regol;;
"026007";"026000";Kec. Lengkong;;
"026008";"026000";Kec. Bandung Kidul;;
"026009";"026000";Kec. Buahbatu;;
"026010";"026000";Kec. Rancasari;;
"026011";"026000";Kec. Cibiru;;
"026012";"026000";Kec. Ujungberung;;
"026013";"026000";Kec. Arcamanik;;
"026015";"026000";Kec. Kiaracondong;;
"026016";"026000";Kec. Batununggal;;
"026017";"026000";Kec. Sumur Bandung;;
"026018";"026000";Kec. Andir;;
"026019";"026000";Kec. Cicendo;;
"026020";"026000";Kec. Bandung Wetan;;
"026021";"026000";Kec. Cibeunying Kidul;;
"026022";"026000";Kec. Cibeunying Kaler;;
"026023";"026000";Kec. Coblong;;
"026024";"026000";Kec. Sukajadi;;
"026025";"026000";Kec. Sukasari;;
"026026";"026000";Kec. Cidadap;;
"026027";"026000";Kec. Gedebage;;
"026028";"026000";Kec. Panyileukan;;
"026029";"026000";Kec. Cinambo;;
"026030";"026000";Kec. Mandalajati;;
"026031";"026000";Kec. Antapani;;
"026101";"026100";Kec. Kota Bogor Selatan;;
"026102";"026100";Kec. Kota Bogor Timur;;
"026103";"026100";Kec. Kota Bogor Utara;;
"026104";"026100";Kec. Kota Bogor Tengah;;
"026105";"026100";Kec. Kota Bogor Barat;;
"026106";"026100";Kec. Tanah Sareal;;
"026201";"026200";Kec. Baros;;
"026202";"026200";Kec. Citamiang;;
"026203";"026200";Kec. Warudoyong;;
"026204";"026200";Kec. Gunung Puyuh;;
"026205";"026200";Kec. Cikole;;
"026206";"026200";Kec. Lembur Situ;;
"026207";"026200";Kec. Cibeureum;;
"026301";"026300";Kec. Harjamukti;;
"026302";"026300";Kec. Lemahwungkuk;;
"026303";"026300";Kec. Pekalipan;;
"026304";"026300";Kec. Kesambi;;
"026305";"026300";Kec. Kejaksan;;
"026501";"026500";Kec. Pondokgede;;
"026502";"026500";Kec. Jatiasih;;
"026503";"026500";Kec. Bantargebang;;
"026504";"026500";Kec. Bekasi Timur;;
"026505";"026500";Kec. Bekasi Selatan;;
"026506";"026500";Kec. Bekasi Barat;;
"026507";"026500";Kec. Bekasi Utara;;
"026508";"026500";Kec. Jati Sampurna;;
"026509";"026500";Kec. Medan Satria;;
"026510";"026500";Kec. Rawalumbu;;
"026511";"026500";Kec. Mustika Jaya;;
"026512";"026500";Kec. Pondok Melati;;
"026601";"026600";Kec. Sawangan;;
"026602";"026600";Kec. Pancoran Mas;;
"026603";"026600";Kec. Sukmajaya;;
"026604";"026600";Kec. Cimanggis;;
"026605";"026600";Kec. Beji;;
"026606";"026600";Kec. Limo;;
"026607";"026600";Kec. Cipayung;;
"026608";"026600";Kec. Cilodong;;
"026609";"026600";Kec. Cinere;;
"026610";"026600";Kec. Tapos;;
"026611";"026600";Kec. Bojongsari;;
"026701";"026700";Kec. Cimahi Selatan;;
"026702";"026700";Kec. Cimahi Tengah;;
"026703";"026700";Kec. Cimahi Utara;;
"026801";"026800";Kec. Cibeureum;;
"026802";"026800";Kec. Tamansari;;
"026803";"026800";Kec. Kawalu;;
"026804";"026800";Kec. Mangkubumi;;
"026805";"026800";Kec. Indihiang;;
"026806";"026800";Kec. Cipedes;;
"026807";"026800";Kec. Cihideung;;
"026808";"026800";Kec. Tawang;;
"026809";"026800";Kec. Purbaratu;;
"026810";"026800";Kec. Bungursari;;
"026901";"026900";Kec. Banjar;;
